Order ID,Order Date,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Gross_price,Discount,Discount_amt,Net Price,Profit,Payment Mode
10099,12-02-2024,Eshani Sani,South,Thiruvananthapuram,Sports,Yoga Mat,Yoga Mat Optio,5,63813,319065,0,0,319065,36797.04,Credit Card
10100,24-12-2023,Arnav Badami,North,Lucknow,Electronics,Mobile,Mobile Harum,3,74680,224040,10,22404,201636,41541.42,Credit Card
10101,16-06-2025,Umang Virk,South,Coimbatore,Clothing,Accessories,Accessories Natus,4,13189,52756,10,5275.6,47480.4,10986.33,Net Banking
10102,04-11-2024,Ira Soni,East,Bhubaneswar,Sports,Dumbbells,Dumbbells Quos,4,1138,4552,10,455.2,4096.8,888.13,Credit Card
10103,14-08-2025,Arnav Karpe,East,Ranchi,Furniture,Sofa,Sofa Repudiandae,5,76226,381130,20,76226,304904,22939.07,Credit Card
10104,10-02-2025,Hansh Kaul,West,Surat,Toys,Doll,Doll Totam,3,31343,94029,15,14104.35,79924.65,18762.37,Net Banking
10105,17-11-2023,Ela Srivastava,North,Lucknow,Home Decor,Lamp,Lamp Pariatur,4,61338,245352,15,36802.8,208549.2,40557.88,Net Banking
10106,19-05-2024,Elakshi Sachdev,West,Mumbai,Furniture,Table,Table Laudantium,1,8623,8623,20,1724.6,6898.4,677.28,Debit Card
10107,27-10-2024,Emir Ramanathan,South,Chennai,Sports,Dumbbells,Dumbbells Aspernatur,3,41142,123426,5,6171.3,117254.7,7179.82,Net Banking
10108,08-06-2024,Prisha Shenoy,South,Coimbatore,Clothing,Kids Wear,Kids Wear Architecto,5,13088,65440,10,6544,58896,11457.13,Debit Card
10109,07-09-2024,Parinaaz Luthra,North,Jaipur,Furniture,Bed,Bed Officiis,1,44965,44965,10,4496.5,40468.5,3617.94,Debit Card
10110,05-01-2025,Aarna Bandi,West,Goa,Toys,RC Car,RC Car Incidunt,4,28822,115288,10,11528.8,103759.2,25441.67,Net Banking
10111,22-10-2024,Rasha Bansal,North,Amritsar,Electronics,Camera,Camera Dignissimos,2,30299,60598,10,6059.8,54538.2,10554.74,Credit Card
10112,12-04-2024,Alisha Amble,North,Chandigarh,Kitchen,Microwave,Microwave Vero,2,44595,89190,20,17838,71352,5019.37,Net Banking
10113,04-10-2023,Aniruddh Ratti,South,Coimbatore,Furniture,Table,Table Repudiandae,3,32301,96903,20,19380.6,77522.4,10882.22,Net Banking
10114,30-11-2023,Ishita Bajwa,South,Bangalore,Home Decor,Cushion,Cushion Dignissimos,3,78217,234651,0,0,234651,18949.32,COD
10115,23-11-2024,Farhan Sarkar,South,Chennai,Toys,Board Game,Board Game Earum,5,19154,95770,15,14365.5,81404.5,8267.53,COD
10116,15-05-2025,Aniruddh Kothari,West,Pune,Kitchen,Juicer,Juicer In,4,25790,103160,20,20632,82528,4856.22,Debit Card
10117,10-05-2024,Samar Kumar,East,Kolkata,Beauty,Lipstick,Lipstick Soluta,3,78010,234030,10,23403,210627,20117.45,UPI
10118,30-01-2025,Ishaan Golla,East,Ranchi,Kitchen,Microwave,Microwave Aperiam,4,8753,35012,5,1750.6,33261.4,4190.2,UPI
10119,26-09-2024,Aniruddh Wagle,West,Surat,Kitchen,Microwave,Microwave Reiciendis,5,49477,247385,20,49477,197908,38220.91,Credit Card
10120,10-01-2025,Nishith Tara,South,Coimbatore,Sports,Yoga Mat,Yoga Mat Vel,1,54160,54160,15,8124,46036,9505.54,COD
10121,16-05-2025,Yakshit Bakshi,South,Thiruvananthapuram,Sports,Football,Football Eum,2,58592,117184,5,5859.2,111324.8,9680.25,Debit Card
10122,25-04-2025,Navya Amble,South,Hyderabad,Electronics,Laptop,Laptop Amet,1,6284,6284,0,0,6284,888.46,Debit Card
10123,23-06-2025,Heer Lata,North,Delhi,Groceries,Spices,Spices Non,4,79276,317104,20,63420.8,253683.2,28531.58,UPI
10124,02-12-2024,Jiya Tandon,North,Jaipur,Clothing,Shoes,Shoes Recusandae,3,22072,66216,20,13243.2,52972.8,2832.75,Net Banking
10125,22-11-2024,Divyansh Kale,North,Lucknow,Kitchen,Juicer,Juicer Deleniti,1,61175,61175,15,9176.25,51998.75,10749.96,Debit Card
10126,03-06-2024,Raunak Raj,East,Patna,Books,Fiction,Fiction Necessitatibus,3,53034,159102,15,23865.3,135236.7,16863.94,Net Banking
10127,09-02-2025,Mehul Magar,North,Lucknow,Groceries,Oil,Oil Laboriosam,3,20304,60912,10,6091.2,54820.8,8867.14,UPI
10128,12-11-2024,Gatik Sharma,West,Ahmedabad,Home Decor,Cushion,Cushion Id,3,19607,58821,0,0,58821,9062.46,UPI
10129,31-07-2025,Dhanuk Dhar,North,Jaipur,Furniture,Table,Table Placeat,1,26827,26827,10,2682.7,24144.3,4041.1,Credit Card
10130,07-03-2024,Kavya Varty,South,Bangalore,Groceries,Spices,Spices Error,5,31262,156310,15,23446.5,132863.5,12796.17,Credit Card
10131,03-07-2024,Ishaan Walia,South,Hyderabad,Electronics,Headphones,Headphones Id,4,61765,247060,5,12353,234707,30160.38,Net Banking
10132,22-08-2024,Oorja Sur,East,Patna,Clothing,Women's Wear,Women's Wear Ipsa,4,2962,11848,20,2369.6,9478.4,583.27,Credit Card
10133,01-08-2024,Dharmajan Lall,East,Kolkata,Toys,Puzzle,Puzzle Placeat,3,17679,53037,15,7955.55,45081.45,2373.83,UPI
10134,23-01-2024,Shanaya Kala,North,Chandigarh,Furniture,Sofa,Sofa Nulla,1,79310,79310,15,11896.5,67413.5,6655.67,UPI
10135,06-08-2024,Rati Goel,South,Chennai,Electronics,Camera,Camera Culpa,4,33270,133080,5,6654,126426,12467.79,Debit Card
10136,24-03-2024,Ivan Sarna,West,Mumbai,Toys,Doll,Doll Adipisci,3,35928,107784,5,5389.2,102394.8,10207.76,Debit Card
10137,26-03-2025,Akarsh Hayre,East,Kolkata,Toys,Board Game,Board Game Animi,1,62438,62438,5,3121.9,59316.1,4810.78,UPI
10138,18-10-2024,Hrishita Bajaj,West,Surat,Furniture,Bed,Bed Accusantium,4,41162,164648,0,0,164648,22384,Debit Card
10139,15-01-2025,Prerak Shere,East,Guwahati,Electronics,Mobile,Mobile Aspernatur,4,78576,314304,5,15715.2,298588.8,66122.26,Credit Card
10140,13-08-2025,Kartik Seth,East,Patna,Books,Non-Fiction,Non-Fiction Quae,3,38456,115368,5,5768.4,109599.6,26199.38,Debit Card
10141,29-09-2024,Riya Brahmbhatt,South,Hyderabad,Clothing,Kids Wear,Kids Wear Tempora,1,51518,51518,10,5151.8,46366.2,11129.47,UPI
10142,05-12-2023,Yuvraj  Bhardwaj,North,Delhi,Electronics,Mobile,Mobile Ea,3,25964,77892,0,0,77892,7594.54,COD
10143,20-04-2024,Shamik Buch,East,Patna,Furniture,Cabinet,Cabinet Voluptatum,5,38240,191200,5,9560,181640,26909.05,Debit Card
10144,02-04-2024,Divij Dara,South,Hyderabad,Sports,Tennis Racket,Tennis Racket Asperiores,2,40778,81556,0,0,81556,19814.83,COD
10145,14-08-2024,Jivin Hans,East,Bhubaneswar,Sports,Football,Football Dolores,5,22147,110735,5,5536.75,105198.25,7812.18,UPI
10146,13-11-2024,Vaibhav Rattan,South,Chennai,Furniture,Table,Table Tenetur,1,48776,48776,15,7316.4,41459.6,9356.05,UPI
10147,01-01-2024,Nayantara Kalita,West,Ahmedabad,Electronics,Smartwatch,Smartwatch Eum,2,74802,149604,15,22440.6,127163.4,8863.77,Net Banking
10148,14-01-2024,Shaan Sehgal,North,Delhi,Kitchen,Mixer Grinder,Mixer Grinder Porro,1,77440,77440,20,15488,61952,5189.49,UPI
10149,14-06-2024,Dhruv Garg,East,Ranchi,Kitchen,Juicer,Juicer Reiciendis,1,42881,42881,5,2144.05,40736.95,3037.21,Net Banking
10150,04-03-2024,Kavya Lanka,West,Surat,Books,Non-Fiction,Non-Fiction Commodi,4,11205,44820,10,4482,40338,6759.61,UPI
10151,24-08-2025,Fateh Tripathi,North,Jaipur,Toys,Puzzle,Puzzle Repellendus,4,67259,269036,5,13451.8,255584.2,24050.17,UPI
10152,25-08-2025,Manikya Bhattacharyya,South,Coimbatore,Groceries,Spices,Spices Suscipit,3,21886,65658,10,6565.8,59092.2,14240.48,Net Banking
10153,11-07-2025,Tiya Mani,North,Jaipur,Kitchen,Microwave,Microwave Officiis,3,8844,26532,0,0,26532,3837.38,UPI
10154,29-12-2023,Vihaan Loyal,West,Goa,Kitchen,Cookware Set,Cookware Set Quo,3,32484,97452,5,4872.6,92579.4,14375.96,COD
10155,12-12-2023,Ritvik Vyas,North,Jaipur,Home Decor,Clock,Clock Itaque,2,26027,52054,5,2602.7,49451.3,8546.38,UPI
10156,22-12-2024,Ivana Hegde,West,Surat,Beauty,Foundation,Foundation Nihil,4,43826,175304,5,8765.2,166538.8,17272.57,Credit Card
10157,07-04-2024,Vardaniya Ramaswamy,East,Patna,Toys,Action Figure,Action Figure Enim,1,39221,39221,15,5883.15,33337.85,2238.25,Debit Card
10158,03-02-2025,Ela Chakraborty,North,Lucknow,Toys,RC Car,RC Car In,1,54312,54312,0,0,54312,10936.17,Net Banking
10159,21-06-2025,Taimur Tara,East,Ranchi,Clothing,Kids Wear,Kids Wear Aliquid,1,15748,15748,0,0,15748,2754.67,COD
10160,31-07-2024,Hrishita Chanda,West,Pune,Electronics,Headphones,Headphones Labore,2,68044,136088,10,13608.8,122479.2,10609.67,COD
10161,26-09-2025,Myra Handa,West,Pune,Home Decor,Clock,Clock Officia,5,8465,42325,0,0,42325,8053.7,COD
10162,22-07-2024,Anvi Mammen,East,Patna,Furniture,Sofa,Sofa Dolor,1,63767,63767,20,12753.4,51013.6,4109.49,COD
10163,14-09-2024,Shamik Walla,East,Patna,Books,Biography,Biography Mollitia,5,43178,215890,0,0,215890,19440.44,Credit Card
10164,21-06-2024,Inaaya  Tandon,South,Hyderabad,Kitchen,Juicer,Juicer Possimus,5,44801,224005,15,33600.75,190404.25,16507.93,UPI
10165,21-08-2025,Shayak Sekhon,North,Amritsar,Home Decor,Cushion,Cushion Quasi,4,71174,284696,5,14234.8,270461.2,51178.34,Credit Card
10166,18-09-2025,Mehul Wable,West,Surat,Books,Comics,Comics Ad,2,56852,113704,5,5685.2,108018.8,15879.48,Debit Card
10167,01-04-2025,Raghav Samra,West,Pune,Furniture,Table,Table Expedita,3,8167,24501,15,3675.15,20825.85,3866.48,Net Banking
10168,07-04-2024,Kiara Saha,West,Goa,Sports,Dumbbells,Dumbbells Voluptatem,2,59433,118866,10,11886.6,106979.4,24846.59,Credit Card
10169,21-03-2024,Yasmin Kamdar,South,Bangalore,Groceries,Wheat,Wheat Beatae,3,42341,127023,0,0,127023,22887.76,COD
10170,28-07-2025,Inaaya  Walla,North,Lucknow,Sports,Tennis Racket,Tennis Racket Doloremque,5,23230,116150,10,11615,104535,22068.31,Debit Card
10171,29-06-2024,Saira Kapoor,East,Guwahati,Sports,Football,Football Nesciunt,3,39790,119370,0,0,119370,25753.35,Debit Card
10172,29-10-2024,Uthkarsh Grewal,North,Delhi,Kitchen,Mixer Grinder,Mixer Grinder Officia,3,15794,47382,15,7107.3,40274.7,4036,Net Banking
10173,16-01-2025,Amira Chakraborty,South,Hyderabad,Clothing,Men's Wear,Men's Wear Quos,1,10635,10635,0,0,10635,1958.69,UPI
10174,16-04-2025,Nakul Srivastava,East,Patna,Toys,Action Figure,Action Figure Dolor,1,64954,64954,10,6495.4,58458.6,6815.4,COD
10175,28-09-2024,Saanvi Vasa,East,Guwahati,Furniture,Bed,Bed Eius,1,47269,47269,20,9453.8,37815.2,3812.6,Net Banking
10176,23-12-2023,Ritvik Agarwal,North,Jaipur,Beauty,Face Cream,Face Cream Id,5,21181,105905,15,15885.75,90019.25,4561.6,Credit Card
10177,17-06-2024,Yasmin Sachdeva,North,Jaipur,Electronics,Camera,Camera At,2,40371,80742,0,0,80742,17592.37,Debit Card
10178,13-11-2024,Sara Chaudry,West,Ahmedabad,Toys,Board Game,Board Game Ab,5,18936,94680,10,9468,85212,9790.15,Debit Card
10179,21-10-2024,Aarush Vig,East,Kolkata,Furniture,Cabinet,Cabinet A,1,44366,44366,20,8873.2,35492.8,8735.61,UPI
10180,25-03-2025,Drishya Dasgupta,West,Mumbai,Books,Biography,Biography Deserunt,1,54330,54330,0,0,54330,8921.7,UPI
10181,03-08-2024,Jayan Sidhu,South,Chennai,Groceries,Oil,Oil In,4,27952,111808,20,22361.6,89446.4,11672.93,COD
10182,02-08-2024,Jivin Kaul,South,Thiruvananthapuram,Clothing,Accessories,Accessories Culpa,5,10007,50035,0,0,50035,11418.45,UPI
10183,02-12-2023,Aaina Lalla,East,Ranchi,Home Decor,Lamp,Lamp Exercitationem,2,8172,16344,0,0,16344,3724.06,Net Banking
10184,27-02-2025,Aayush Setty,East,Bhubaneswar,Electronics,Mobile,Mobile Magnam,5,27145,135725,10,13572.5,122152.5,24218.26,Credit Card
10185,09-10-2024,Jivin Cheema,South,Bangalore,Beauty,Perfume,Perfume Neque,4,73974,295896,0,0,295896,36664.27,Net Banking
